id A,id B,Name Decomposition A,Name Decomposition B,Suffix Phone A,Suffix Phone B,Suffix Website A,Suffix Website B,Matching Score
324917,301445,"{'rdt', 'groupe'}","{'rdt', 'groupe'}",91030647,91030647,groupe-rdt.com,groupe-rdt.com,1.0
329425,329425,"{'crédit', 'arkea', 'mutuel'}","{'crédit', 'arkea', 'mutuel'}",nan,nan,nan,nan,0.5
329898,329898,"{'la', 'group', 'poste'}","{'la', 'group', 'poste'}",nan,nan,nan,nan,0.6
330320,5524,{'dalkia'},{'dalkia'},nan,nan,nan,nan,0.5
331241,80815,{'skimium'},{'skimium'},nan,nan,nan,nan,0.5
331391,331391,{'generic'},{'generic'},nan,nan,nan,nan,0.6
331702,172985,{'havas'},{'havas'},nan,nan,nan,nan,0.6
331857,85964,{'proximus'},{'proximus'},nan,nan,nan,nan,0.5
332910,11099,{'mirakl'},{'mirakl'},72303005,72303005,mirakl.com,mirakl.com,1.0
332927,74706,{'lvmh'},{'lvmh'},44132222,44132222,lvmh.fr,lvmh.fr,1.0
332971,28686,"{'france', 'allianz'}","{'france', 'allianz'}",nan,nan,allianz.fr,allianz.fr,0.8461538461538461
333015,43244,"{'france', 'legrand'}","{'france', 'legrand'}",55068787,55068787,legrand.fr,legrand.fr,1.0
333117,51385,{'contentsquare'},{'contentsquare'},nan,nan,contentsquare.com,contentsquare.com,0.9166666666666666
333200,333200,{'kapten'},{'kapten'},nan,nan,kapten.com,kapten.com,0.8461538461538461
333226,229356,"{'wagon', 'le'}","{'wagon', 'le'}",57398349,57398349,lewagon.org,lewagon.org,1.0
333244,333244,{'accorhotels'},{'accorhotels'},45388800,45388800,group.accor.com,group.accor.com,1.0
333288,338056,"{'sociabble,', 'inc.'}","{'sociabble,', 'inc.'}",77254101,nan,sociabble.com,sociabble.com,0.5789473684210527
333290,176030,{'proprioo'},{'proprioo'},86656565,86656565,proprioo.fr,proprioo.fr,1.0
333315,21342,{'accenture'},{'accenture'},nan,nan,accenture.com,accenture.com,0.9166666666666666
333356,338985,{'xange'},{'xange'},53430530,53430530,xange.fr,xange.fr,1.0
333398,44045,"{""l'oréal""}","{""l'oréal""}",nan,nan,loreal.com,loreal.com,0.9166666666666666
333448,341022,{'leah.care'},{'leah.care'},nan,nan,leah.care,leah.care,1.0
333510,23108,{'dataiku'},{'dataiku'},nan,84174590,dataiku.com,dataiku.com,0.5789473684210527
333519,228743,{'numberly'},{'numberly'},49490660,49490660,numberly.com,numberly.com,1.0
333556,52302,{'algolia'},{'algolia'},57120089,57120089,algolia.com,algolia.com,1.0
333777,246682,{'proximis'},{'proximis'},72268888,72268888,proximis.com,proximis.com,1.0
333792,13631,{'sap'},{'sap'},06611000,06611000,sap.com,sap.com,1.0
333802,251393,{'coorpacademy'},{'coorpacademy'},98548069,98548069,coorpacademy.com/,coorpacademy.com,0.5789473684210527
333806,234184,{'google'},{'google'},02530000,02530000,google.com,google.com,1.0
333809,64267,{'unit4'},{'unit4'},82471777,82471777,unit4.com,unit4.com,1.0
333815,195946,"{'ondemand', 'cornerstone'}","{'ondemand', 'cornerstone'}",07520200,07520200,csod.com,cornerstoneondemand.com,0.5789473684210527
333817,333817,{'contentsquare'},{'contentsquare'},72972560,72972560,contentsquare.com,contentsquare.com,1.0
334100,334100,"{'ab', 'tasty'}","{'ab', 'tasty'}",nan,nan,abtasty.com/fr/,abtasty.com/fr/,0.8461538461538461
334211,334211,{'engie'},{'engie'},44220000,44220000,endel.engie.com,endel.engie.com,1.0
334326,367261,{'vertbaudet'},{'vertbaudet'},31083240,nan,vertbaudet.com,vertbaudet.com,0.5789473684210527
334352,17323,"{'microsoft', 'corp.'}","{'microsoft', 'corp.'}",60536503,nan,hotmail.be,hotmail.be,0.5789473684210527
337290,17350,{'kb8'},{'kb8'},42940620,42940620,kb8.fr,kb8.fr,1.0
338749,349498,{'golem.ai'},{'golem.ai'},nan,nan,golem.ai,golem.ai,0.9166666666666666
339799,333379,{'ubble.ai'},{'ubble.ai'},nan,nan,ubble.ai,ubble.ai,0.9166666666666666
339802,419192,{'aos'},{'aos'},nan,nan,go-aos.io,go-aos.io,0.8461538461538461
340102,333072,{'eventmaker.io'},{'eventmaker.io'},73743852,73743852,eventmaker.io,eventmaker.io,1.0
340800,333368,{'tech.rocks'},{'tech.rocks'},nan,nan,tech.rocks,tech.rocks,0.9166666666666666
341064,333104,"{'ventures', 'kerala'}","{'ventures', 'kerala'}",nan,nan,kerala.vc,kerala.vc,0.8461538461538461
342240,30149,{'valeo'},{'valeo'},40552020,40552020,nan,valeo.com,0.5789473684210527
342300,245389,"{'groupe', 'psa'}","{'groupe', 'psa'}",55948100,55948100,nan,mpsa.com,0.5789473684210527
342315,318009,"{'liquide', 'air', 'healthcare'}","{'liquide', 'air', 'healthcare'}",nan,nan,nan,nan,0.6
342338,342338,{'veolia'},{'veolia'},5577000.,5577000.,nan,nan,1.0
342427,317800,"{'christian', 'parfums', 'dior'}","{'christian', 'parfums', 'dior'}",49538500,49538500,nan,nan,1.0
342435,342435,{'dalkia'},{'dalkia'},71007100,71007100,nan,nan,1.0
342453,321654,{'zoetis'},{'zoetis'},nan,nan,nan,nan,0.6
342471,342471,"{'bouygues', 'sa'}","{'bouygues', 'sa'}",44201124,44201124,nan,nan,1.0
342514,342514,"{'p', 'point'}","{'p', 'point'}",40033300,40033300,nan,nan,1.0
342723,342723,"{'supports', 'services', 'et', 'groupama'}","{'supports', 'services', 'et', 'groupama'}",70943138,70943138,nan,nan,1.0
342771,239138,"{'med', 'club'}","{'med', 'club'}",53353553,53353553,nan,clubmed.com,0.5789473684210527
343118,104519,{'total'},{'total'},47444546,47444546,nan,total.com/fr,0.5789473684210527
343241,343241,"{'itg', 'paribas', 'bnp'}","{'itg', 'paribas', 'bnp'}",nan,nan,nan,nan,0.6
343247,238335,"{'avril', 'groupe'}","{'avril', 'groupe'}",40694800,40694800,nan,groupeavril.com,0.5789473684210527
343321,243729,"{'descours', '&', 'cabaud'}","{'descours', '&', 'cabaud'}",72408585,72408585,nan,descours-cabaud.net,0.6470588235294118
343362,106118,{'lactalis'},{'lactalis'},43594259,43594259,nan,lactalis.fr,0.5789473684210527
343418,29990,"{'juridique', 'protection', 'groupama'}","{'juridique', 'protection', 'groupama'}",nan,nan,nan,nan,0.6
343443,92163,{'manpower'},"{'france', 'manpower'}",57661000,57661000,nan,nan,0.7307692307692307
343461,320092,"{'yves', 'rocher'}","{'yves', 'rocher'}",41085500,41085500,nan,nan,1.0
343613,318003,"{'hermès', 'international'}","{'hermès', 'international'}",40174717,40174717,nan,nan,1.0
343892,104830,{'conforama'},{'conforama'},60952800,60952800,nan,conforama.fr,0.5789473684210527
344013,317668,"{'gras', 'savoye'}","{'gras', 'savoye'}",41435000,41435000,nan,nan,1.0
344940,344940,"{'imex', 'paribas', 'bnp'}","{'imex', 'paribas', 'bnp'}",nan,nan,nan,nan,0.6
345177,43654,"{'watson', '|', 'willis', 'france', 'towers'}","{'willis', 'watson', 'towers'}",nan,nan,willistowerswatson.com,willistowerswatson.com,0.7538461538461539
345300,37754,{'bigid'},{'bigid'},)7655752,)7655752,bigid.com,bigid.com,1.0
345601,345601,{'nateevo'},{'nateevo'},14562070,14562070,nateevo.com,nateevo.com,1.0
349434,370048,"{'atol', 'sarl', 'opticiens', 'loa'}","{'atol', 'opticiens', 'les'}",58916436,nan,opticiens-atol.com,opticiens-atol.com,0.5277777777777778
349557,105333,{'eulerian'},"{'technologies', 'eulerian'}",nan,84166454,eulerian.com,eulerian.com,0.5
349616,36722,"{'france', 'boissons'}","{'s.a.', 'france', 'boissons'}",nan,47143750,france-boissons.fr,france-boissons.fr,0.5263157894736842
349648,252700,"{'fabre', 'pierre'}","{'fabre', 'pierre'}",nan,nan,pierre-fabre.com,pierre-fabre.com,0.8461538461538461
349650,11360,{'mirova'},{'mirova'},nan,78408000,mirova.com,mirova.com,0.5789473684210527
349656,367323,{'richemont'},{'richemont'},nan,nan,richemont.com,richemont.com,0.8461538461538461
349698,370081,{'interflora'},{'interflora'},nan,nan,interflora.fr,interflora.fr,0.8461538461538461
349703,77944,"{'belgique', 'atos'}",{'atos'},nan,nan,atos.net,atos.net,0.7916666666666666
349737,349737,"{'banker', '-', 'bnl', 'paribas', 'life', 'bnp'}","{'banker', '-', 'bnl', 'paribas', 'life', 'bnp'}",nan,nan,bnpparibas.com,bnpparibas.com,1.0
349743,367392,"{'française', 'croix', 'rouge'}","{'francaise', 'croix', 'rouge'}",nan,nan,croix-rouge.fr,croix-rouge.fr,0.9090909090909091
349762,349762,"{'usa', ""l'oreal""}","{'usa', ""l'oreal""}",nan,nan,loreal.com,loreal.com,1.0
349774,349774,"{'crédit', 'provence', 'alpes', 'agricole'}","{'crédit', 'provence', 'alpes', 'agricole'}",nan,nan,ca-alpesprovence.fr,ca-alpesprovence.fr,0.8461538461538461
349817,349817,"{'media', 'carrefour'}","{'media', 'carrefour'}",nan,nan,carrefour.com,carrefour.com,1.0
349870,181783,"{'groupe', 'pichet'}","{'groupe', 'pichet'}",nan,53927171,pichet.com,pichet.com,0.6111111111111112
349899,349899,{'lvmh'},{'lvmh'},nan,nan,"lvmh.fr|www.lvmh.com, www.lvmh.com, www.lvmh.com, www.lvmhny.com, www.research.lvmh-pc.com, www.lvmh.com, www.pcis.lvmh-pc.com","lvmh.fr|www.lvmh.com, www.lvmh.com, www.lvmh.com, www.lvmhny.com, www.research.lvmh-pc.com, www.lvmh.com, www.pcis.lvmh-pc.com",0.8461538461538461
349990,349990,"{'be', 'carrefour'}","{'be', 'carrefour'}",nan,nan,carrefour.eu,carrefour.eu,1.0
349996,189166,"{'louis', 'vuitton'}","{'louis', 'vuitton'}",nan,nan,louisvuitton.com,louisvuitton.com,0.9166666666666666
350000,70035,{'salesforce'},{'salesforce'},nan,59017000,salesforce.com,salesforce.com,0.5789473684210527
350020,9842,"{'schneider', 'electric'}","{'schneider', 'electric'}",nan,41297000,schneider-electric.com,schneider-electric.com,0.5789473684210527
350028,238964,"{'citya', 'immobilier'}","{'citya', 'immobilier'}",nan,67309656,citya.com,citya.com,0.5789473684210527
350050,369381,"{'naturalia', 'france'}",{'naturalia'},nan,nan,naturalia.fr,naturalia.fr,0.8636363636363636
350075,315713,{'karavel'},{'karavel'},nan,92232727,karavel.com,karavel.com,0.5789473684210527
350138,105759,"{'sncf', 'transilien'}","{'sncf', 'transilien'}",nan,53256000,sncf.com,sncf.com,0.5789473684210527
350149,40442,{'ikks'},{'ikks'},nan,41752121,ikks.com,ikks.com,0.5789473684210527
350160,350160,"{'societe', 'generale', 'consulting'}","{'societe', 'generale', 'consulting'}",nan,nan,societegenerale.com,societegenerale.com,1.0
350176,237258,{'eni'},{'eni'},nan,47488100,eni.com,eni.com,0.5789473684210527
350180,67006,{'macsf'},{'macsf'},nan,71143233,macsf.fr,macsf.fr,0.5789473684210527
350195,350195,"{'-', 'spa', 'resources', 'bnl', 'paribas', 'human', 'group,', 'rome', 'bpi', 'department', 'bnp'}","{'-', 'spa', 'resources', 'bnl', 'paribas', 'human', 'group,', 'rome', 'bpi', 'department', 'bnp'}",nan,nan,bnpparibas.com,bnpparibas.com,1.0
350248,350248,{'accor'},{'accor'},nan,nan,accor.com,accor.com,0.8461538461538461
350275,350275,"{'professional', 'products', 'division', ""l'oreal"", 'usa'}","{'professional', 'products', 'division', ""l'oreal"", 'usa'}",nan,nan,loreal.com,loreal.com,1.0
350293,350293,"{'axa', 'partners'}","{'axa', 'partners'}",nan,nan,axa.fr,axa.fr,1.0
350314,350314,"{'-', 'banking', 'paribas', 'private', 'france', 'bnp'}","{'-', 'banking', 'paribas', 'private', 'france', 'bnp'}",nan,nan,bnpparibas.com,bnpparibas.com,1.0
350332,367655,{'swisslife'},{'swisslife'},nan,nan,swisslife.fr,swisslife.fr,1.0
350336,31146,"{'ford', 'motor', 'company'}","{'ford', 'motor', 'company'}",nan,33223000,ford.com,ford.com,0.5789473684210527
350351,104386,"{'-', 'fca', 'chrysler', 'automobiles', 'italy', 'fiat'}","{'automobiles', 'fca', 'fiat', 'chrysler'}",nan,30167000,fcagroup.com,fcagroup.com,0.5263157894736842
350428,350428,"{'psa', 'citroen', 'peugeot'}","{'psa', 'citroen', 'peugeot'}",nan,nan,groupe-psa.com,groupe-psa.com,1.0
350501,350501,"{""l'express""}","{""l'express""}",nan,nan,lexpress.fr,lexpress.fr,0.8461538461538461
350503,350314,"{'and', 'institutional', 'banking', 'paribas', 'corporate', 'bnp'}","{'-', 'banking', 'paribas', 'private', 'france', 'bnp'}",nan,nan,bnpparibas.com,bnpparibas.com,0.8636363636363636
350517,180594,{'arep'},{'arep'},nan,nan,arep.fr,arep.fr,0.9166666666666666
350534,104873,{'wurth'},{'wurth'},nan,88645300,wurth.fr,wurth.fr,0.5789473684210527
350565,350565,"{'cgi', 'us'}","{'cgi', 'us'}",nan,nan,cgi.com,cgi.com,1.0
350567,350567,{'cci-paris-idf'},{'cci-paris-idf'},nan,nan,cci-paris-idf.fr,cci-paris-idf.fr,1.0
350569,350569,"{'gruppo', 'lavoro', 'del', 'nazionale', 'bnpparibas', 'banca'}","{'gruppo', 'lavoro', 'del', 'nazionale', 'bnpparibas', 'banca'}",nan,nan,bnpparibas.com,bnpparibas.com,1.0
350580,350580,"{'sncf', 'et', '/', 'logiciels', 'prestations', 'achats'}","{'sncf', 'et', '/', 'logiciels', 'prestations', 'achats'}",nan,nan,sncf.com,sncf.com,1.0
350607,350607,"{'liquide', 'air', 'china'}","{'liquide', 'air', 'china'}",nan,nan,airliquide.com,airliquide.com,1.0
350608,260142,{'guerlain'},{'guerlain'},nan,nan,guerlain.com,guerlain.com,1.0
350666,368712,"{'king', 'quick-burger'}","{'burger', 'france', 'king'}",nan,nan,burgerking.fr,burgerking.fr,0.6923076923076923
350675,368297,{'kering'},{'kering'},nan,nan,kering.com,kering.com,0.8461538461538461
350711,251238,{'somfy'},{'somfy'},nan,nan,somfy.com,somfy.com,0.8461538461538461
350832,350832,"{'pace', 'paribas', 'bnp'}","{'pace', 'paribas', 'bnp'}",nan,nan,bnpparibas.com,bnpparibas.com,1.0
350853,106097,"{'societe', 'services', 'generale', 'securities'}","{'societe', 'generale'}",nan,42142000,societegenerale.com,societegenerale.com,0.5
350868,350868,"{'reseaux', 'engie'}","{'reseaux', 'engie'}",nan,nan,engie.com,engie.com,1.0
350893,350893,"{'italia', ""l'oreal""}","{'italia', ""l'oreal""}",nan,nan,loreal.com,loreal.com,1.0
350896,104584,{'sephora'},{'sephora'},nan,41885000,sephora.com,sephora.com,0.5789473684210527
350901,208969,{'minelli'},{'minelli'},nan,nan,minelli.fr,minelli.fr,0.8461538461538461
350935,350935,"{'strategy', 'accenture'}","{'strategy', 'accenture'}",nan,nan,accenture.com,accenture.com,1.0
350946,81004,{'pfizer'},{'pfizer'},nan,27332323,pfizer.com,pfizer.com,0.5789473684210527
350976,43987,{'apec'},{'apec'},nan,40522000,apec.fr,apec.fr,0.5789473684210527
350984,40728,"{'petit', 'forestier'}","{'petit', 'forestier'}",nan,41525252,petitforestier.fr,petitforestier.fr,0.5789473684210527
351069,10710,"{'systems', 'tiller'}","{'systems', 'tiller'}",nan,76350037,tillersystems.com,tillersystems.com,0.5789473684210527
351086,351086,"{'wai', 'paribas', 'bnp'}","{'wai', 'paribas', 'bnp'}",nan,nan,bnpparibas.com,bnpparibas.com,1.0
351089,351089,"{'atos', 'uk'}","{'atos', 'uk'}",nan,nan,atos.net,atos.net,1.0
351148,55916,"{'fleet', 'renault', 'international'}",{'renault'},nan,nan,renault.com,renault.com,0.75
351154,8935,"{'nl', 'capgemini'}",{'capgemini'},nan,47545000,capgemini.com,capgemini.com,0.5
351260,246289,"{'centre', 'crédit', 'ouest', 'agricole'}","{'centre', 'crédit', 'ouest', 'agricole'}",nan,55057550,ca-centreouest.fr,ca-centreouest.fr,0.5789473684210527
351283,368240,{'kiloutou'},{'kiloutou'},nan,nan,kiloutou.fr,kiloutou.fr,1.0
351292,245793,{'alten'},{'alten'},nan,46087200,alten.com,alten.com,0.5789473684210527
351299,235990,"{'de', 'lyon', 'aéroports'}","{'de', 'lyon', 'aéroports'}",nan,26800826,lyonaeroports.com,lyonaeroports.com,0.5789473684210527
351340,349953,"{'accor', 'us'}","{'invest', 'accor'}",nan,nan,accor.com,accor.com,0.7307692307692307
351346,359057,"{'so', 'pagesjaunes', 'group', 'local'}","{'so', 'pages', 'local', 'jaunes'}",nan,nan,solocal.com,solocal.com,0.7307692307692307
351394,241765,"{'bristol-myers', 'squibb'}","{'bristol-myers', 'squibb', 'company'}",nan,25464000,bms.com,bms.com,0.5263157894736842
351457,351457,"{'sncf', 'voyages'}","{'sncf', 'voyages'}",nan,nan,sncf.com|www.voyages-sncf.com|www.oui.sncf,sncf.com|www.voyages-sncf.com|www.oui.sncf,0.8461538461538461
351474,349737,"{'paribas', 'gruppo', 'bnl', 'bnp'}","{'banker', '-', 'bnl', 'paribas', 'life', 'bnp'}",nan,nan,bnpparibas.com,bnpparibas.com,0.8636363636363636
351530,351530,"{'obs', 'services', 'orange', 'business'}","{'obs', 'services', 'orange', 'business'}",nan,nan,orange.com|www.orange-business.com,orange.com|www.orange-business.com,1.0
351593,351593,"{'capgemini', 'us'}","{'capgemini', 'us'}",nan,nan,capgemini.com,capgemini.com,1.0
351607,369064,"{'group', 'clarins'}",{'clarins'},nan,nan,clarins.com,clarins.com,0.7307692307692307
351610,369300,{'dhl'},"{'dhl', 'express'}",nan,nan,dhl.com,dhl.com,0.8636363636363636
351615,351615,{'danone'},{'danone'},nan,nan,danone.com,danone.com,0.8461538461538461
351628,70470,"{'crédit', 'maine', 'anjou', 'agricole'}","{'crédit', 'maine', 'anjou', 'agricole'}",nan,69399291,ca-anjou-maine.fr,ca-anjou-maine.fr,0.5789473684210527
351639,104676,{'converteo'},{'converteo'},nan,84160660,converteo.com,converteo.com,0.5789473684210527
351644,191986,"{'wipro', 'limited'}",{'wipro'},nan,28440011,wipro.com,wipro.com,0.5
351675,351675,{'accenture'},{'accenture'},nan,nan,accenture.com,accenture.com,0.8461538461538461
351689,367393,{'bred'},"{'bred', 'banque', 'populaire'}",nan,nan,bred.fr,bred.fr,0.8181818181818182
351718,71231,"{'group', 'pellenc'}","{'sa', 'pellenc'}",nan,90094700,pellenc.com,pellenc.com,0.5
351756,8935,{'capgemini'},{'capgemini'},nan,47545000,capgemini.com,capgemini.com,0.5789473684210527
351817,351817,"{'factoring', 'societe', 'generale'}","{'factoring', 'societe', 'generale'}",nan,nan,societegenerale.com,societegenerale.com,1.0
351846,351846,"{'-', 'paribas', 'management', 'usa', 'asset', 'bnp'}","{'-', 'paribas', 'management', 'usa', 'asset', 'bnp'}",nan,nan,bnpparibas.com,bnpparibas.com,1.0
351849,236287,{'wereldhave'},{'wereldhave'},nan,07027800,wereldhave.com,wereldhave.com,0.5789473684210527
351891,369469,{'spartoo.com'},{'spartoo.com'},nan,nan,spartoo.com,spartoo.com,0.8461538461538461
351914,250920,{'bonduelle'},{'bonduelle'},nan,20436060,bonduelle.com,bonduelle.com,0.5789473684210527
351931,249914,{'cgi'},{'cgi'},nan,48413200,cgi.com,cgi.com,0.5789473684210527
351965,105417,"{'media', 'prisma'}","{'media', 'prisma'}",nan,73054545,prismamedia.com,prismamedia.com,0.5789473684210527
352045,105142,{'homeserve'},{'homeserve'},nan,72138400,homeserve.fr,homeserve.fr,0.5789473684210527
352070,352070,"{'leasing', 'solutions', 'paribas', 'bnp'}","{'leasing', 'solutions', 'paribas', 'bnp'}",nan,nan,bnpparibas.com,bnpparibas.com,1.0
352118,12508,{'peugeot'},{'peugeot'},nan,nan,peugeot.com,peugeot.com,0.8461538461538461
352128,237245,{'mango'},{'mango'},nan,72818611,mango.com,mango.com,0.5789473684210527
352149,30261,{'sisley'},{'sisley'},nan,)8910545,sisley-paris.com,sisley-paris.com,0.5789473684210527
352153,234284,{'cdiscount'},{'cdiscount'},nan,57144500,cdiscount.com,cdiscount.com,0.5789473684210527
352203,352203,"{""l'oréal"", 'nl'}","{""l'oréal"", 'nl'}",nan,nan,loreal.com,loreal.com,1.0
352222,352222,"{'españa', 'accenture'}","{'españa', 'accenture'}",nan,nan,accenture.com,accenture.com,1.0
352258,11041,{'orange'},{'orange'},nan,44442222,orange.com,orange.com,0.5789473684210527
352262,71074,{'samsung'},{'samsung'},nan,)7267864,samsung.com,samsung.com,0.5789473684210527
352306,370454,"{'real', 'madrid'}","{'real', 'madrid', 'c.f.'}",nan,nan,realmadrid.es,realmadrid.es,0.9090909090909091
352329,245949,{'betc'},{'betc'},nan,56413500,betc.com,betc.com,0.5789473684210527
352344,369475,{'fft'},{'fft'},nan,nan,fft.fr,fft.fr,1.0
352357,352357,"{'/', 'ips', 'bnpp'}","{'/', 'ips', 'bnpp'}",nan,nan,bnpparibas.com,bnpparibas.com,1.0
352371,170361,"{'ab', 'tasty'}","{'ab', 'tasty'}",nan,)7791482,abtasty.com,abtasty.com,0.5789473684210527
352381,357128,"{'réseaux', 'compagnie', '-', 'engie', 'urbain', 'bu', 'chauffage', 'de', 'parisienne', 'france'}","{'cofely', '-', 'gepsa', 'engie', 'france'}",nan,nan,engie.com,engie.com,0.8090909090909091
352392,352392,"{'corte', 'el', 'inglés'}","{'corte', 'el', 'inglés'}",nan,nan,elcorteingles.es,elcorteingles.es,1.0
352406,352406,"{'du', 'et', 'credit', 'maine', ""l'anjou"", 'de', 'agricole'}","{'du', 'et', 'credit', 'maine', ""l'anjou"", 'de', 'agricole'}",nan,nan,ca-anjou-maine.fr,ca-anjou-maine.fr,1.0
352504,368824,{'klépierre'},{'klépierre'},nan,nan,klepierre.com,klepierre.com,1.0
352557,352557,"{'group', 'solutions', 'axa'}","{'group', 'solutions', 'axa'}",nan,nan,axa.com|www.axa-groupsolutions.com,axa.com|www.axa-groupsolutions.com,1.0
352562,40538,{'alstom'},{'alstom'},nan,nan,alstomgroup.com,alstomgroup.com,0.8461538461538461
352574,65185,{'carglass'},{'carglass'},nan,70392223,carglass.fr,carglass.fr,0.5789473684210527
352583,71240,"{'crédit', 'arkéa', 'mutuel'}","{'crédit', 'arkéa', 'mutuel'}",nan,nan,arkea.com,arkea.com,0.8461538461538461
352599,21342,"{'uk', 'accenture'}",{'accenture'},nan,nan,accenture.com,accenture.com,0.7916666666666666
352698,243617,"{'group', 'socomec'}",{'socomec'},nan,nan,socomec.com,socomec.com,0.7916666666666666
352709,233682,{'iwc'},"{'iwc', 'schaffhausen'}",nan,nan,iwc.com,iwc.com,0.7307692307692307
352711,353435,"{'aig', 'us'}",{'aig'},nan,27707000,aig.com,aig.com,0.5
352746,368281,{'renault'},{'renault'},nan,nan,renault.com,renault.com,0.8461538461538461
352749,9279,{'algolia'},{'algolia'},nan,57120089,algolia.com,algolia.com,0.5789473684210527
352768,32258,"{'crédit', 'toulouse', '31', 'agricole'}","{'crédit', 'toulouse', '31', 'agricole'}",nan,61269111,ca-toulouse31.fr,ca-toulouse31.fr,0.5789473684210527
352771,352771,{'sodexo'},{'sodexo'},nan,nan,sodexo.com,sodexo.com,0.8461538461538461
352781,352781,"{'&', 'levi', 'co.', 'strauss'}","{'&', 'levi', 'co.', 'strauss'}",nan,nan,levistrauss.com,levistrauss.com,0.8461538461538461
352784,352784,"{'orange', 'españa'}","{'orange', 'españa'}",nan,nan,orange.com,orange.com,0.8461538461538461
352861,352861,"{'irb', 'paribas', 'bnp'}","{'irb', 'paribas', 'bnp'}",nan,nan,bnpparibas.com,bnpparibas.com,0.8461538461538461
352899,59260,"{'axa', 'banque'}","{'axa', 'banque'}",nan,70808088,axabanque.fr,axabanque.fr,0.5789473684210527
352920,21178,"{'immobilier', 'vinci'}","{'immobilier', 'vinci'}",nan,14569488,vinci-immobilier.com,vinci-immobilier.com,0.5789473684210527
352952,81864,"{'sanofi', 'italia'}","{'sanofi', 'france'}",nan,)9815560,sanofi.com,sanofi.com,0.5
352963,352963,"{'repm', 'paribas', 'bnp'}","{'repm', 'paribas', 'bnp'}",nan,nan,bnpparibas.com,bnpparibas.com,1.0
352967,352967,{'bouyguestelecom'},{'bouyguestelecom'},nan,nan,bouyguestelecom.com,bouyguestelecom.com,0.8461538461538461
352987,352987,"{'voyages', 'carrefour'}","{'voyages', 'carrefour'}",nan,nan,carrefour.com,carrefour.com,1.0
353023,353023,"{'btob', 'france', 'engie,', 'bu'}","{'btob', 'france', 'engie,', 'bu'}",nan,nan,engie.com,engie.com,1.0
353051,36358,"{'centre', 'crédit', 'france', 'agricole'}","{'centre', 'crédit', 'france', 'agricole'}",nan,10400600,ca-centrefrance.fr,ca-centrefrance.fr,0.5789473684210527
353139,40919,{'carrefour'},{'carrefour'},nan,41042600,carrefour.com,carrefour.com,0.5789473684210527
353172,353172,"{'italia', 'carrefour'}","{'italia', 'carrefour'}",nan,nan,carrefour.com,carrefour.com,1.0
353180,104830,{'conforama'},{'conforama'},nan,60952800,conforama.fr,conforama.fr,0.5789473684210527
353247,73729,{'xefi'},{'xefi'},72837575,72837575,nan,xefi.fr,0.5789473684210527
353401,17659,{'genesys'},{'genesys'},54371100,)4661100,genesys.com,genesys.com,0.5789473684210527
353932,236885,"{'royal', 'philips'}",{'philips'},nan,05977777,philips.com,philips.com,0.5
353962,9363,"{'living-lab', 'liberté'}","{'living-lab', 'liberté'}",nan,nan,liberte.paris,liberte.paris,0.8461538461538461
354073,10525,{'theodo'},{'theodo'},nan,54215330,theodo.fr,theodo.fr,0.5789473684210527
354080,354080,"{'management', 'natixis', 'wealth'}","{'management', 'natixis', 'wealth'}",nan,nan,natixis.com,natixis.com,1.0
354086,9263,{'alphalyr'},{'alphalyr'},nan,nan,alphalyr.com,alphalyr.com,0.8461538461538461
354117,39653,"{'la', 'poste'}","{'la', 'poste'}",nan,55440000,laposte.fr,laposte.fr,0.5789473684210527
354132,368751,"{'la', 'postale', 'banque'}","{'la', 'postale', 'banque'}",nan,nan,labanquepostale.fr,labanquepostale.fr,0.8461538461538461
354176,367919,"{'finance', 'personal', 'paribas', 'bnp'}","{'finance', 'personal', 'paribas', 'bnp'}",nan,nan,bnpparibas-pf.com,bnpparibas-pf.com,0.8461538461538461
354186,237160,"{'nord', 'de', 'crédit', 'france', 'agricole'}","{'nord', 'de', 'crédit', 'france', 'agricole'}",nan,20637000,ca-norddefrance.fr,ca-norddefrance.fr,0.5789473684210527
354199,41794,{'total'},{'total'},nan,)6633633,total.com,total.com,0.5789473684210527
354236,354236,"{'sncf', 'immobilier'}","{'sncf', 'immobilier'}",nan,nan,sncf.fr,sncf.fr,1.0
354238,354238,{'veepee'},{'veepee'},nan,nan,vente-privee.com,vente-privee.com,1.0
354283,366553,{'puig'},{'puig'},nan,34007000,puig.com,puig.com,0.5789473684210527
354419,236489,{'core-techs'},{'core-techs'},nan,42013405,core-techs.fr,core-techs.fr,0.5789473684210527
354423,239625,{'verteego'},{'verteego'},nan,47700890,verteego.com,verteego.com,0.5789473684210527
354540,236576,"{'media', 'ids'}","{'media', 'ids'}",nan,44626565,ids-media.fr,ids-media.fr,0.5789473684210527
354556,354556,{'altima-agency'},{'altima-agency'},nan,nan,altima-agency.com,altima-agency.com,1.0
354576,354576,"{'axa', 'spain'}","{'axa', 'spain'}",nan,nan,axa.com,axa.com,1.0
354577,240257,{'aurexia'},{'aurexia'},nan,nan,aurexia.com,aurexia.com,0.8461538461538461
354607,367007,"{'van', '&', 'cleef', 'us', 'arpels'}","{'van', '&', 'cleef', 'us', 'arpels'}",nan,nan,vancleefarpels.com,vancleefarpels.com,0.8461538461538461
354613,369116,{'ddb'},{'ddb'},nan,nan,ddb.fr,ddb.fr,1.0
